"","formatted_address","name","place_id","lat","lng"
"521","Kinkerstraat 155, 1053 DN Amsterdam, Netherlands","CeX","ChIJtRyQJuAJxkcREPc7Jee0C10",52.3659831,4.8682228
"522","Pieter Cornelisz Hooftstraat 63, 1071 BN Amsterdam, Netherlands","Prada Amsterdam","ChIJDaRpae8JxkcREQTct8DKzmU",52.3603159,4.8813876
"523","Binnenhof 5G, 1181 ZJ Amstelveen, Netherlands","The Body Shop","ChIJS-INw4AKxkcRzYfGV6n0nAY",52.3029538,4.8607002
"524","Winkelcentrum Stadshart Amstelveen, Nieuw Loopveld 14, 1181 ZK Amstelveen, Netherlands","T-Mobile Shop Amstelveen","ChIJTxwCvIAKxkcRVoEijfTgN8c",52.303257,4.8615484
"525","Osdorpplein 805, 1068 TD Amsterdam, Netherlands","C&A","ChIJn185vtHjxUcRrsFOKKMc2jM",52.3585173,4.805107
"526","Pieter Calandlaan 812, 1060 TZ Amsterdam, Netherlands","Easy shop de aker","ChIJQS0nHWDhxUcR0TMujw6mxMI",52.3496519,4.7863435
"527","Stadionweg 291, 1076 PD Amsterdam, Netherlands","Solid","ChIJZ-CW9Uo4ZUERCZPUWC_hcoI",52.3447768,4.8584977
"528","Cornelis Schuytstraat 50, 1071 JL Amsterdam, Netherlands","JOE & THE JUICE","ChIJ0W6ciPwJxkcRwCdU38kynj4",52.3540991,4.8717428
"529","Amstelveenseweg 274, 1075 XW Amsterdam, Netherlands","José Mollura BV","ChIJKaVdPALixUcRnhsUmlL8AZ8",52.3484807,4.8570674
"530","Beethovenstraat 57, 1077 HN Amsterdam, Netherlands","T-Mobile Shop Amsterdam Beethoven","ChIJVeq_JPgJxkcRsa3R-xF2Xm8",52.3478197,4.8772655
"531","Marie Heinekenplein 28, 1072 MH Amsterdam, Netherlands","The Read Shop Express","ChIJh6QgFe0JxkcRPxaTlpKPGzI",52.3571546,4.8917226
"532","Willem Kraanstraat 14, 1063 MG Amsterdam, Netherlands","C&A","ChIJ7Rrj-E3ixUcRdxeRwU6COkY",52.3800448,4.8233424
"533","Johan Huizingalaan 763A, 1066 VH Amsterdam, Netherlands","Wanaka","ChIJubJG4PoJxkcRxYKWUGjT2H8",52.3431438,4.8291689
"534","Korte Leidsedwarsstraat 103, 1017 PX Amsterdam, Netherlands","Internet coffe shop get down","ChIJ6aiqHekJxkcR4z_WlIi67_E",52.3636473,4.8842959
"535","Osdorpplein 373, 1068 EV Amsterdam, Netherlands","Specsavers","ChIJ7SGUEtDjxUcRUyCnMokWv6k",52.3592963,4.8042514
"536","Gelderlandplein 171, 1082 LW Amsterdam, Netherlands","Pingouin Buitenveldert","ChIJc2NNkhEKxkcRirSQb4gLcmA",52.3307007,4.8766713
"537","Binnenhof 4, 1181 ZG Amstelveen, Netherlands","Guess","ChIJOQ4zlYAKxkcRNymW7Ta2IFs",52.302742,4.8615274
"538","Uilenstede 356, 1183 DB Amstelveen, Netherlands","Het Wiel Uilenstede","ChIJNwtLuG0KxkcREgJNqxz8YGQ",52.3210836,4.8745931
"539","Eerste van der Helststraat 11C, 1073 AA Amsterdam, Netherlands","Penny Lane Vintage","ChIJ6QOpUu0JxkcRfWONnBoF_dU",52.3567603,4.8928004
"540","Rembrandthof 55, 1181 ZL Amstelveen, Netherlands","Leonidas","ChIJRa6FZYAKxkcRHmulGbJBjLs",52.3033232,4.8593581
"544","158c, Buitenveldertselaan 1081, 1081 AB Amsterdam, Netherlands","Kaashuis Tromp","ChIJw4lhrAwKxkcRUR3fDvoIGQI",52.3253445,4.8681785
"545","Buitenveldertselaan 176-A, 1081 AC Amsterdam, Netherlands","De Tabakker","ChIJMSQtUnMKxkcR8QLWdsCs1y8",52.3248097,4.8678381
"547","Gelderlandplein 143, 1082 LV Amsterdam, Netherlands","Tabakspeciaalzaak Van Lookeren","ChIJs2IPvhEKxkcR_erM5_Qe2Do",52.3314576,4.8770658
"548","Van Leijenberghlaan 212, 1082 DC Amsterdam, Netherlands","MultiVlaai","ChIJDxuTvxMKxkcRghtdGCHEsF0",52.330918,4.8789137
"549","Gelderlandplein 61, 1081 LV Amsterdam, Netherlands","Leonidas bonbons","ChIJd_xexxEKxkcRwxzQl5Bon0o",52.331832,4.876749
"550","Kastelenstraat 111-A, 1082 EB Amsterdam, Netherlands","Slagerij Marcus","ChIJ6efpr4kJxkcRVkfThL_1Lug",52.325958,4.8786311
"551","Gelderlandplein 52, 1082 LB Amsterdam, Netherlands","Lincherie","ChIJWdjf7REKxkcRFt5FfFPDE2g",52.3308679,4.8761882
"553","Laan van Kronenburg 14, 1183 AS Amstelveen, Netherlands","De Huismeesters","ChIJHTs1ZWwKxkcRte5OzQsd-04",52.3212959,4.8788715
"554","Gelderlandplein 143, 1082 LV Amsterdam, Netherlands","Van Lookeren","ChIJs2IPvhEKxkcRz6wCc9KxnSo",52.331456,4.877076
"555","Uilenstede 314, 1183 DB Amstelveen, Netherlands","SubLub Amstelveen","ChIJkc7y7W0KxkcRwZYXn8Kso5Y",52.320448,4.875602
"556","Gelderlandplein 8, 1082 LA Amsterdam, Netherlands","Pauw","ChIJ3V1Z6xEKxkcR6FtCqIgS4io",52.3311214,4.876566
"557","Gelderlandplein 141, 1082 LV Amsterdam, Netherlands","Bles Concept","ChIJ1SF_mBEKxkcRiDLjen64agg",52.3311657,4.8773228
"558","Van Leijenberghlaan 8H, 1082 GM Amsterdam, Netherlands","Golu Game Point","ChIJ0aTUAREKxkcRMnWoJicut4E",52.3326586,4.878779
"559","Gelderlandplein 135, 1082 LV Amsterdam, Netherlands","Rick Moorman Mannenmode","ChIJ5bBsvhEKxkcRg-ah3oqeWQc",52.3317063,4.8774874
"560","Gelderlandplein 128, 1082 LB Amsterdam, Netherlands","Cotton Club","ChIJI6hPpxEKxkcRkrvtXJcJ6r0",52.3318681,4.8783162
"561","Buitenveldertselaan 158B, 1081 AB Amsterdam, Netherlands","Davids Nasjville","ChIJCR_1rAwKxkcRYmqrPMlNpT4",52.3254743,4.8682211
"563","Parnassusweg 400, 1081 LC Amsterdam, Netherlands","Vascobelo V-bar NoMa House","ChIJ_5KwRnILxkcRBWZiMuM6O4A",52.3367492,4.8682236
"564","Professor J.H. Bavincklaan 2, 1183 AT Amstelveen, Netherlands","Strauss Coffee","ChIJSQhqF03nxUcRLQ4biZA0oTc",52.3178796,4.8729585
"566","Barbara Strozzilaan 336, 1083 HN Amsterdam, Netherlands","Vascobelo V-point Eurocenter","ChIJC4En2FQLxkcRZcVLjr_Stsk",52.3357455,4.8889717
"571","De Boelelaan, 1083 HJ Amsterdam, Netherlands","Elemica International B.V.","ChIJH-Gk8xcKxkcReHgzqxXCEnE",52.3343989,4.8864323
"572","Gelderlandplein 223, 1082 LB Amsterdam, Netherlands","sandwich_","ChIJOf_CRZ4LxkcR0lQqiYXCtNg",52.3316895,4.8765033
"577","Scheldebuurt, 1078 GZ Amsterdam, Netherlands","Butcher shop","ChIJ4eDrhx8KxkcRK_sc9IA_tS8",52.3434685,4.890345
"580","Arent Janszoon Ernststraat 601, 1082 LE Amsterdam, Netherlands","Arie van de Raa","ChIJpU4_ZJ8LxkcRHHnT-zKkU9c",52.3319499,4.8747534
"582","Scheldestraat 37, 1078 GE Amsterdam, Netherlands","coffeecompany","ChIJ9XkQs4oJxkcRgatPlkumv54",52.3465184,4.8912844
"584","Albert Cuypstraat 100, 1072 CX Amsterdam, Netherlands","Kiloshop de Pijp","ChIJVVXhufIJxkcRvUX2txRrOYQ",52.3550846,4.8916282
"588","Scheldeplein 22, 1078 GN Amsterdam, Netherlands","Pisa IJs","ChIJn74Rix8KxkcRUUepGoaE1XA",52.344442,4.8903849
"591","Ferdinand Bolstraat 71-77, 1072 LC Amsterdam, Netherlands","JD Sports","ChIJMcjd6fIJxkcRy4sc5qMELr8",52.3544816,4.8906406
"593","Laan van Kronenburg 14, 1183 AS Amstelveen, Netherlands","Bundol","ChIJs0vKVoELxkcRjvYoab-PnxY",52.3213778,4.8790118
"599","Europaboulevard 17, 1079 KN Amsterdam, Netherlands","Babyshare","ChIJE7WYyYcJxkcRtYeJShzghRs",52.3396911,4.892998
"600","Beethovenstraat 88, 1077 JN Amsterdam, Netherlands","Hartman Cigars & More","ChIJtTphFvgJxkcRvKVMH__C-MI",52.347275,4.876659
"612","Joan Muyskenweg 14, 1096 CJ Amsterdam, Netherlands","Printcetera","ChIJcQSMXS0KxkcRyantgA0I3vE",52.3342699,4.9137355
"619","Ferdinand Bolstraat 114, 1072 LP Amsterdam, Netherlands","Holland & Barrett","ChIJ6UWj3_IJxkcROzEcdb3aNCo",52.353618,4.890724
"624","Van Woustraat 80, 1073 LP Amsterdam, Netherlands","Holland & Barrett","ChIJ_xl-GI4JxkcRi5jNlZq2yC0",52.355265,4.9007939
"640","Maasstraat 144, 1078 HP Amsterdam, Netherlands","Vakprint Amsterdam","ChIJt8cvUwsKxkcRniJq8MlnpSY",52.3431606,4.8961553
"643","Scheldestraat 104, 1078 GP Amsterdam, Netherlands","Isabel The Flower Shop","ChIJrWBB-B8KxkcRpNywU0GFjOQ",52.344959,4.8905692
"646","Van Woustraat 95, 1074 AE Amsterdam, Netherlands","berryshop","ChIJZUbASY4JxkcRFCk9_-xCTVs",52.3544023,4.9017619
"649","Kuipersstraat 55, 1074 EG Amsterdam, Netherlands","Mini Shopping Center of Cool","ChIJ5Wp2BMcJxkcRhHMuWWULa5c",52.353994,4.904479
"652","Ceintuurbaan 117-H, 1072 EZ Amsterdam, Netherlands","O My Bag","ChIJbQ0o6ffhxUcRVJtBK38Q5p0",52.3531302,4.8924554
"653","ground floor, Waverstraat 6, 1079 VL Amsterdam, Netherlands","RebelRelic Electric Guitars Amsterdam","ChIJ7wA9a_IJxkcRd05OKgtRGc8",52.3463416,4.9109723
"654","Europaplein 37, 1078 GV Amsterdam, Netherlands","Pauw BV","ChIJbZj5SSAKxkcRd4VriYa9NrQ",52.34338,4.8918399
"655","Van Woustraat 202A, 1073 NA Amsterdam, Netherlands","Friends & Foes Amsterdam","ChIJu9-4N48JxkcRyA8M7YxZaVY",52.3508895,4.9032426
"658","Amstelvlietstraat 119, 1096 GG Amsterdam, Netherlands","secondhandcamera.nl","ChIJd2aqmtMLxkcRZk4di7qH0lI",52.3380723,4.9202785
"659","Ferdinand Bolstraat 120, 1072 LS Amsterdam, Netherlands","Specsavers","ChIJQ8kNJPMJxkcR1WykpbRJbS8",52.3533187,4.8906703
"669","Verrijn Stuartweg 40, 1112 AX Diemen, Netherlands","WasteBoards BV","ChIJA_47Ri0IxkcR5k42mKBJMcw",52.3314352,4.9675778
"678","Sniep 55, 1112 AB Diemen, Netherlands","Sandalenshop","ChIJ_akPjgUMxkcRef0TlHntb2I",52.3318718,4.9767915
"681","Visseringweg 32, 1112 AS Diemen, Netherlands","Drukkerij Stolwijk B.V.","ChIJAaI-c_gLxkcR7ZPCOZ1N42M",52.3330599,4.9673451
"687","Verrijn Stuartweg 83, 1112 AW Diemen, Netherlands","Basnoe Food","ChIJQQilcAgMxkcRSZprMBWxpHs",52.3311443,4.9703541
"695","Verrijn Stuartweg 73, 1112 AW Diemen, Netherlands","Bandenservice Diemen","ChIJ0_apCwgMxkcROYdOwdGCgRE",52.331423,4.9695612
"699","Visseringweg 40, 1112 AT Diemen, Netherlands","Pixel Palace Design B.V.","ChIJ29RB8wcMxkcR7tTI6_Zrtgg",52.3328028,4.9683305
"700","Stammerhove 1, 1112 VA Diemen, Netherlands","Claudia Sträter Hoofdkantoor","ChIJ81vtPhoMxkcRldyIMCx-1IE",52.3325601,4.9863495
"701","Verrijn Stuartweg 42, 1112 AX Diemen, Netherlands","Holland Optical Company B.V.","ChIJIUoSAggMxkcRIkkRvLRmtFg",52.3312252,4.9679803
"703","Verrijn Stuartweg 40, 1112 AX Diemen, Netherlands","Stichting Broedplaats Fenix","ChIJa0TW_vcLxkcRqAtqQpvMzq4",52.3314699,4.9675802
"705","Piersonstraat 11-15, 1112 AV Diemen, Netherlands","Meubelstoffeerderij Hillebrink","ChIJxeVlEfgLxkcRwczhN42HYio",52.332601,4.967133
"708","7, Burgemeester de Kievietstraat, 1111 GJ Diemen, Netherlands","Saf Souf","ChIJXUqDnv4LxkcRSRDKDlAVEMc",52.3388243,4.9628972
"711","Insulindeweg 478, 1094 MH Amsterdam, Netherlands","The Read Shop","ChIJ014wcGwJxkcRQRawhfVm6Io",52.3613819,4.9395968
"712","Middenweg 32, 1097 BP Amsterdam, Netherlands","Coffeecompany","ChIJtYrcg3oJxkcRIJqaKAYWsLs",52.3543542,4.9293707
"714","Linnaeusstraat 20, 1092 CK Amsterdam, Netherlands","All the Luck in the World","ChIJDyOHunYJxkcRV1s0biW1nyw",52.359243,4.925553
"719","Pedro de Medinalaan 89, 1086 XP Amsterdam, Netherlands","Kartell Shop Amsterdam","ChIJBYqvbLUOxkcRtwNv9w7ddKA",52.3622286,4.9753854
"720","Land van Cocagneplein 14-16, 1093 NB Amsterdam, Netherlands","Specsavers Amsterdam East Gate","ChIJWRRx5nAJxkcRZW_ziNYzTDs",52.3567279,4.9281658
"721","Slimmeweg 12A, 1066 EV Amsterdam, Netherlands","Dutch4green B.V - Urben Garden shop Amsterdam","ChIJ9X2Cl2ThxUcRu7jObKv_SZQ",52.343292,4.795759
"723","Hageland 107 109, 1066 SB Amsterdam, Netherlands","Keurslagerij Nieuw Sloten","ChIJPU2f0YHhxUcRqk_woffhvWw",52.3456722,4.8118856
"725","Sloterweg 1051, 1066 CD Amsterdam, Netherlands","Truck Care Amsterdam","ChIJeTejp3nhxUcRQ1KN2B4Xiyo",52.3408895,4.8061073
"728","Professor R. Casimirstraat 64, 1068 SK Amsterdam, Netherlands","Kitesurfschool COREkitesurf.nl","ChIJP7dI4tTjxUcRRz4O8vIPBm4",52.3516223,4.8100765
"730","Pieter Calandlaan 228-F, 1069 LA Amsterdam, Netherlands","Avondwinkel Calandlaan","ChIJgVylMtjjxUcRJ_UY5EfCwjA",52.351908,4.798062
"734","Sloterweg 89, 1171 CH Badhoevedorp, Netherlands","Foto & CD Shop Halsema","ChIJERlO1VzhxUcR2sVSjNjRUWw",52.3396758,4.7808053
"735","Osdorpplein 690, 1068 TC Amsterdam, Netherlands","Vitaminstore Osdorpplein shoperade","ChIJLwza3NHjxUcRr6uPUyZJM5E",52.3591898,4.8054036
"736","Vrije Geer 3, 1066 EG Amsterdam, Netherlands","Repairshop Amsterdam","ChIJVUrUm2ThxUcRGJCXs1qa45Q",52.343272,4.7953782
"737","Langsom 20, 1066 EW Amsterdam, Netherlands","Hal20design shop Pode en Koozo","ChIJSdgkjCzhxUcR5FDdofTTkII",52.342702,4.794941
"739","Osdorpplein 122, 1068 EN Amsterdam, Netherlands","T-Mobile Shop Amsterdam","ChIJ9y31_dHjxUcRbJbx_Op_Sqk",52.3596311,4.8065225
"740","Johan Huizingalaan 336, 1065 JP Amsterdam, Netherlands","Avondwinkel Ankido","ChIJW__kDSbixUcRWGBkCwrZagM",52.3528542,4.8270282
"741","Wolbrantskerkweg 112A, 1069 DA Amsterdam, Netherlands","Little Haakshop","ChIJtzWzrdvjxUcRsSYH7Ixaws8",52.354975,4.798448
"742","Johan Huizingalaan 186, 1065 JJ Amsterdam, Netherlands","Dirck III","ChIJVWfFeyXixUcRNgEGEfUWfis",52.3565824,4.8268788
"744","Hoekenes 9, 1068 ML Amsterdam, Netherlands","Adam Shop","ChIJK6B3PsXjxUcRJI1H9smm9Aw",52.3611739,4.7986187
"748","Evert van de Beekstraat 5, 1118 CL Schiphol, Netherlands","Montblanc","ChIJuT3SSijhxUcRBhmpaP7OQ7s",52.3104194,4.7649628
"749","Pelikaanstraat 51 a, 1171 DG Badhoevedorp, Netherlands","The Yarn Barn - creatief met garen","ChIJOb_6m2fhxUcRiKA589QT5xI",52.3416232,4.7852338
"750","Osdorperweg 31, 1066 EH Amsterdam, Netherlands","Office Consign B.V.","ChIJm-jToiTgxUcR3-giUDZ3zZA",52.342687,4.7970295
"751","Tussen Meer 96, 1069 DS Amsterdam, Netherlands","CAS-Computers","ChIJEfBMntvjxUcRTsgReIa2VjA",52.357341,4.794871
"752","Tussen Meer 102, 1069 DS Amsterdam, Netherlands","The Bridal Closet","ChIJs76PyeQIxkcRqGZol6r4Aec",52.357067,4.793322
"753","Osdorpplein 654, 1068 TC Amsterdam, Netherlands","Vodafone shop","ChIJjSp43NHjxUcRhyc7-HL_hlQ",52.3593464,4.8051007
"757","Hoekenes 13, 1068 ML Amsterdam, Netherlands","123 Fietswinkel","ChIJAR3HPsXjxUcRrtjwpuv1_h8",52.3610125,4.7986943
"760","Johan Huizingalaan 179, 1065 JA Amsterdam, Netherlands","Little India","ChIJm7S5biXixUcRa6ctgdHIHNU",52.3570634,4.8276356
"761","Jan Rebelstraat 2, 1069 CB Amsterdam, Netherlands","NachtShop AmsterDam","ChIJ4YGN_OfjxUcR8IwDKTA4kO4",52.3601877,4.7865792
"762","Slotermeerlaan 125A, 1063 JN Amsterdam, Netherlands","Serhan Night Shop/slijterij","ChIJH5iNfVLixUcR-aAT30iG3Os",52.3808033,4.8207562
"763","Sierplein 46, 1065 LN Amsterdam, Netherlands","Casa Deli","ChIJoxzbYS_ixUcRDxWb9keYLcg",52.3550608,4.8260903
"764","Osdorper Ban 108, 1068 MK Amsterdam, Netherlands","Rene's Doe Het Zelf Shop","ChIJdcdNG8XjxUcRCYJrYSc3m0Y",52.3619992,4.7979736
"765","Osdorpplein 669, Units 1, 1068 TC Amsterdam, Netherlands","Sanvir Toko","ChIJPStD5NHjxUcRAB7hEmoEQeg",52.3590484,4.8050035
"766","Akersluis 6, 1066 EZ Amsterdam, Netherlands","Liefde & Ambacht Amsterdam","ChIJ4Zp4W2ThxUcRx63YLo69MzY",52.3424716,4.7934958
"767","Tussen Meer 4, 1068 GA Amsterdam, Netherlands","Dirck III Osdorp","ChIJZbZ5OtDjxUcRsvsYnzorzuU",52.3589219,4.8027452
"771","Joop van Weezelhof 7, 1063 MK Amsterdam, Netherlands","Holland & Barrett","ChIJBXNX9E3ixUcRDWoJ_NUJPi0",52.380128,4.822439
"776","Pieter Cornelisz Hooftstraat 121, 1071 BS Amsterdam, Netherlands","Dsquared2 Store | Amsterdam","ChIJEc1hn-UJxkcRsAvZkQzUVb4",52.3595269,4.8784301
"777","Vertrekpassage 203, 1118 AV Schiphol, Netherlands","Suitsupply","ChIJgzNeOyjhxUcRP9O0_HC0mV4",52.3101549,4.7622987
"779","Jan Evertsenstraat 89 wkl, 1057 BS Amsterdam, Netherlands","T's","ChIJfbAYDW3ixUcRTRYKX_t61iE",52.3705228,4.8539701
"782","Haarlemmerweg 506, 1014 BL Amsterdam, Netherlands","KingCoffee","ChIJKXicV_HhxUcR8_9kTNdlD9Y",52.341502,4.8438341
"800","Postjesweg 106 bg, 1057 EG Amsterdam, Netherlands","Amsterdamse Fietswinkel","ChIJZ2bOahLixUcR4ZYzFpBVfL4",52.3644417,4.8527952
"807","Zeilstraat 40, 1075 SJ Amsterdam, Netherlands","Kokkes Avondverkoop","ChIJi6nmEgPixUcRB3GfzuOr_Js",52.3509889,4.8541984
"818","Heemstedestraat 24, 1058 NM Amsterdam, Netherlands","Schoenmakerij Majoor","ChIJ0_x2ZBzixUcR0gHNLpL1QGM",52.3517649,4.8483382
"819","Kinkerstraat 190-192, 1053 EL Amsterdam, Netherlands","Holland & Barrett","ChIJU5qLmgrixUcRkIGhcSoKU3E",52.365978,4.867112
"822","Jan Pieter Heijestraat 129, 1054 ME Amsterdam, Netherlands","Loenatix Shop","ChIJxTG6hQnixUcR3_KfIRSrj2c",52.3621624,4.8644979
"823","Amstelveenseweg 61II, 1075 VV Amsterdam, Netherlands","Basjoe 2","ChIJJW8zXwTixUcRgZlwcIkCF6w",52.3539459,4.8559165
"824","Overtoom 396 398, 1054 JS Amsterdam, Netherlands","Fabricati the furniture shop","ChIJa1RGtAnixUcRZWCFpi87IY0",52.3603332,4.8649629
"825","Kanaalstraat 62, 1054 XK Amsterdam, Netherlands","The Tonic Herb Shop","ChIJT4fg_mVvxkcROyewU8i9CBw",52.3626483,4.8647501
"826","Koninginneweg 141, 1075 CM Amsterdam, Netherlands","Chocolaterie ArtiChoc","ChIJr4YZPQfixUcRmJ4aIzkJY4U",52.3530879,4.8632591
"830","Zeilstraat 25, 1075 SB Amsterdam, Netherlands","Photobrandstore Solleveld","ChIJTRMnlwPixUcR9Bw2Gy-g0L4",52.3509202,4.8550143
"831","Hoofddorpweg 27, 1059 CT Amsterdam, Netherlands","The Cow Project","ChIJf6ArxxzixUcRQY44G0lx33k",52.3509312,4.8507011
"832","Kinkerstraat 251, 1053 ER Amsterdam, Netherlands","The Body Shop","ChIJQ2HEVQrixUcRaYfxf7nKbOU",52.365173,4.8646403
"833","Pieter Cornelisz Hooftstraat 111, 1071 BR Amsterdam, Netherlands","Michael Kors","ChIJB1bmm-UJxkcRfHJ3cxwFQds",52.35963,4.8788769
"836","Pieter Cornelisz Hooftstraat 24-28, 1071 BX Amsterdam, Netherlands","G-Star RAW Store","ChIJWf6eJu8JxkcR9pmrhJlj_DE",52.3610399,4.8830232
"839","Pieter Cornelisz Hooftstraat 94, 1071 CC Amsterdam, Netherlands","HERMÈS Amsterdam Store","ChIJC7QNhuUJxkcReAh82M1Ngl4",52.3601769,4.8798792
"840","Overtoom 431, 1054 KE Amsterdam, Netherlands","Midi Amsterdam","ChIJpy0EyQjixUcRierAu4XE0zs",52.3588229,4.8602271
"842","Stadionplein 250, 1076 CK Amsterdam, Netherlands","STACH Food","ChIJ9zE61f7hxUcR_EOvlw7nyvw",52.344107,4.8572942
"866","Helicopterstraat 4, 1059 CG Amsterdam, Netherlands","Autobanden Schinkel","ChIJQxefUvHhxUcRy_jvyh4EOnE",52.3419616,4.8445107
"867","Fred. Roeskestraat 115 c/o Epicenter, 1076 EE Amsterdam, Netherlands","Ananda Digital Technologies B.V.","ChIJ61yLqqzhxUcRILWunvB4_Go",52.3406297,4.858677
"870","Hoofddorpplein 23, 1059 CW Amsterdam, Netherlands","Nuts & Delights","ChIJOytE8hzixUcRAia_tRp0PSo",52.3509393,4.8491818
"873","Koninginneweg 129, 1075 CL Amsterdam, Netherlands","Lichtstudio van der Hee by Robbert Amsterdam","ChIJw7weawfixUcRSCv_T41Jqms",52.3533937,4.8640876
"885","Beethovenstraat 15, 1077 DR Amsterdam, Netherlands","Vandyck Experience Store Winkel","ChIJR3581_kJxkcRXoEWmze70XI",52.349343,4.877814
"890","86-88, Leidsestraat, 1017 VM Amsterdam, Netherlands","JD Sports","ChIJz7XxU-gJxkcRMgVTqv3DuL0",52.3648503,4.8838205
"891","Hendricksz Jacobsstraat, 1075 PH Amsterdam, Netherlands","De Snelle Slijter: De Biertaxi Van De Toekomst","ChIJk7_nGgHixUcR0zi0mX3aSq8",52.350155,4.861181
"893","Pieter Cornelisz Hooftstraat 136, 1071 CE Amsterdam, Netherlands","Paul Smith","ChIJhymRoeUJxkcRbCOFt5kGBYE",52.35975,4.87814
"894","Marathonweg 15, 1076 SX Amsterdam, Netherlands","Unknown Menswear","ChIJSX-rTADixUcR8afIm4RMlEg",52.3484104,4.8614565
"896","Leidsestraat 78, 1017 PD Amsterdam, Netherlands","Sunglass Hut - Leidsestraat","ChIJW7kssukJxkcRB1E0XGpJN1M",52.3652867,4.884766
"897","Kalverstraat 117, 1012 XB Amsterdam, Netherlands","Esprit","ChIJcWqFSsAJxkcRoe6pu-Mnn5U",52.3693571,4.891197
"899","Kalverstraat 172, 1012 XE Amsterdam, Netherlands","Mango Man","ChIJ1eBStMEJxkcRgkHXz_-pSr0",52.368339,4.8912618
"900","32-34 Leidsestraat Metz Building, 1017 PB Amsterdam, Netherlands","abercrombie kids","ChIJM8xiPEsJxkcRJhneG2RZ-8E",52.3662668,4.8867073
"901","Zuidplein 10, 1077 XV Amsterdam, Netherlands","Starbucks","ChIJKcZLagQKxkcRhJRSA5rKCb4",52.3396101,4.8731287
"902","Strawinskylaan 1149, 1077 XX Amsterdam, Netherlands","Sparkweave International","ChIJDaPOlwQKxkcR6olr74V1PZQ",52.3400295,4.8748208
"903","1077 XV Amsterdam, Netherlands","NS Tickets & Service","ChIJibM_-QQKxkcRvsRB-1uSK4U",52.3386465,4.8732901
"910","Beethovenstraat 84, 1077 JN Amsterdam, Netherlands","coffeecompany","ChIJC9EQFvgJxkcRLGqfce1sovE",52.34738,4.8766799
"912","Olympiaplein 111, 1077 CV Amsterdam, Netherlands","L'Amuse","ChIJqZ_U1QEKxkcRD0G_sP9Ria4",52.3462898,4.8680939
"914","Strawinskylaan 1131, 1077 XX Amsterdam, Netherlands","Bulgari International Corporation","ChIJbcDPkQQKxkcR52-RV4u6PKw",52.340354,4.874111
"917","Parnassusweg 851, 1081 LC Amsterdam, Netherlands","CoffeeConcepts Zuidas","ChIJY3uMEbMLxkcR_U2Itq6Rm50",52.3359112,4.8690898
"927","Beethovenstraat 103, 1077 HW Amsterdam, Netherlands","I Do I Do Amsterdam Luxury Bridal & Evening wear","ChIJgdX5d-ULxkcRhPgap-IXd2A",52.3455638,4.8768777
"929","Beethovenstraat 68, 1077 JL Amsterdam, Netherlands","Pauw","ChIJcwttOvgJxkcRml6GVGv23QA",52.3480362,4.8767629
"933","Beethovenstraat 40, 1077 JJ Amsterdam, Netherlands","IJscuypje","ChIJDb39zvkJxkcRZbkEoW3JnTI",52.3492406,4.8771049
"934","Ceintuurbaan 252, 1072 GH Amsterdam, Netherlands","studio JUX + co. flagship store","ChIJgezo-W0JxkcRStXY61MlqEk",52.3524094,4.8898065
"943","Beethovenstraat 28, 1077 JH Amsterdam, Netherlands","Lincherie","ChIJbYJQ2PkJxkcRwrKdR-jYueI",52.349604,4.877381
"950","Ferdinand Bolstraat 94, 1072 LN Amsterdam, Netherlands","Vodafone shop","ChIJK_sS6fIJxkcRv3icd6IMs5Y",52.3544034,4.8903259
"954","Ceintuurbaan 224HS, 1072 GE Amsterdam, Netherlands","MoneyGram","ChIJqWCBn_MJxkcRD8mkx5thbE4",52.3522573,4.8884766
"956","Beethovenstraat 82, 1077 JM Amsterdam, Netherlands","Pauw Luxury Denim","ChIJ6y5LPPgJxkcRkV-36eRduMI",52.3476167,4.8767384
"958","Leidsestraat 14, 1017 PA Amsterdam, Netherlands","Lush","ChIJR3N3G8EJxkcRPYvtQR6PvcY",52.366585,4.887425
"959","P.C. Hooftstraat 46, 1071 BZ Amsterdam, Netherlands","Mulberry Amsterdam Store","ChIJ6VTMP-8JxkcRjhL69WAeT1g",52.3607333,4.8819854
"960","Ceintuurbaan 266, 1072 GJ Amsterdam, Netherlands","Wereldwinkel Amsterdam","ChIJd9S_PfMJxkcRGv2u3K3PWW4",52.3525223,4.8905605
"970","Maasstraat 144, 1078 HP Amsterdam, Netherlands","Lijstenmakerij - Lijstenmaker - Inlijsterij","ChIJTdub2iAKxkcRCdkNu7RLy8c",52.3432038,4.8961766
"971","Maasstraat 22, 1078 HK Amsterdam, Netherlands","Kaashuis Tromp","ChIJzWv-ZooJxkcRh8IPwHo--Q8",52.3465242,4.8948565
"975","Scheldestraat 68, 1078 GM Amsterdam, Netherlands","Venetië IJs","ChIJRxGuASAKxkcR910Cb0Nse5o",52.3457325,4.8906926
"979","Maasstraat 98, 1078 HM Amsterdam, Netherlands","Zwiers & Zonen","ChIJcUMVlCAKxkcRzPGavrCuQQU",52.3442505,4.8952291
"980","Maasstraat 23, 1078 HB Amsterdam, Netherlands","Danny's Bike Shop","ChIJqZGgRYoJxkcRwYgntthmmPM",52.3472084,4.8953863
"981","Uiterwaardenstraat 171, 1079 CL Amsterdam, Netherlands","DrBeyk & De Mobiele Fietsenmaker","ChIJ-XG-ticKxkcR51C2rN7p0Wk",52.342785,4.90153
